Label,Probabilities
1,[ 0.49429262  0.50570738]
1,[ 0.47864726  0.52135277]
0,[ 0.50217324  0.49782678]
1,[ 0.48368597  0.51631403]
1,[ 0.49456775  0.50543231]
1,[ 0.4910571  0.5089429]
0,[ 0.50559169  0.49440837]
1,[ 0.49766251  0.50233746]
0,[ 0.50738156  0.49261844]
1,[ 0.478109  0.521891]
1,[ 0.49068692  0.50931305]
1,[ 0.48972923  0.51027071]
0,[ 0.50951421  0.49048585]
0,[ 0.51694345  0.48305658]
1,[ 0.48563704  0.51436293]
1,[ 0.48176175  0.51823831]
1,[ 0.49283114  0.50716889]
1,[ 0.47447297  0.525527  ]
1,[ 0.4840284  0.5159716]
1,[ 0.48559514  0.51440489]
1,[ 0.48517737  0.5148226 ]
1,[ 0.49510333  0.5048967 ]
1,[ 0.4911263  0.5088737]
1,[ 0.49840364  0.50159633]
1,[ 0.47856814  0.52143186]
1,[ 0.48201022  0.51798981]
1,[ 0.48839766  0.51160234]
1,[ 0.49876767  0.50123233]
1,[ 0.48337838  0.51662159]
1,[ 0.4862119  0.5137881]
1,[ 0.47884804  0.52115196]
1,[ 0.48494405  0.51505595]
1,[ 0.49347174  0.50652832]
1,[ 0.4747574   0.52524257]
1,[ 0.49283579  0.50716418]
1,[ 0.48754394  0.51245606]
0,[ 0.51392883  0.48607123]
1,[ 0.49297926  0.50702077]
0,[ 0.51741195  0.48258811]
1,[ 0.48517439  0.51482564]
1,[ 0.49234599  0.50765401]
1,[ 0.4782401   0.52175993]
1,[ 0.48287651  0.51712346]
1,[ 0.48219496  0.51780504]
1,[ 0.47828498  0.52171504]
1,[ 0.47761816  0.52238184]
1,[ 0.48374173  0.5162583 ]
1,[ 0.48191372  0.51808625]
0,[ 0.50067937  0.49932063]
1,[ 0.49234545  0.50765449]
0,[ 0.50271183  0.49728814]
1,[ 0.49460998  0.50538999]
1,[ 0.4857263   0.51427376]
1,[ 0.4895092   0.51049078]
1,[ 0.48857543  0.5114246 ]
1,[ 0.48990279  0.51009715]
1,[ 0.47377482  0.52622515]
0,[ 0.51207703  0.487923  ]
0,[ 0.51763457  0.48236543]
1,[ 0.49880773  0.50119233]
1,[ 0.48144749  0.51855254]
0,[ 0.51082164  0.48917833]
1,[ 0.48114008  0.51885986]
1,[ 0.48142079  0.51857924]
1,[ 0.47627994  0.52372009]
1,[ 0.48699719  0.51300281]
1,[ 0.48386464  0.51613533]
0,[ 0.50499678  0.49500316]
1,[ 0.49339598  0.50660402]
1,[ 0.48529211  0.51470792]
1,[ 0.48170337  0.5182966 ]
1,[ 0.48406813  0.5159319 ]
1,[ 0.48179054  0.51820946]
1,[ 0.47647837  0.5235216 ]
1,[ 0.49932516  0.50067484]
1,[ 0.48488915  0.51511085]
1,[ 0.47784296  0.52215707]
0,[ 0.51158822  0.48841175]
1,[ 0.49654961  0.50345045]
1,[ 0.4986051   0.50139487]
0,[ 0.5030843   0.49691567]
1,[ 0.48945042  0.5105496 ]
1,[ 0.48961413  0.51038587]
0,[ 0.50686431  0.49313569]
1,[ 0.48570731  0.51429266]
1,[ 0.48947823  0.51052177]
0,[ 0.50348061  0.49651939]
1,[ 0.48805195  0.51194805]
1,[ 0.47702327  0.52297676]
1,[ 0.49521813  0.50478184]
1,[ 0.49902001  0.50098002]
0,[ 0.50119412  0.49880591]
0,[ 0.52523828  0.47476175]
1,[ 0.49703124  0.50296873]
1,[ 0.49890366  0.50109637]
0,[ 0.51779634  0.48220363]
1,[ 0.48433626  0.5156638 ]
1,[ 0.48354036  0.51645964]
1,[ 0.49703419  0.50296575]
1,[ 0.49789733  0.50210267]
0,[ 0.50175005  0.49824995]
1,[ 0.48561004  0.51438993]
1,[ 0.48663414  0.51336581]
1,[ 0.49505633  0.50494367]
1,[ 0.48699915  0.51300085]
1,[ 0.49131444  0.50868559]
0,[ 0.50951898  0.49048108]
1,[ 0.47970742  0.52029252]
1,[ 0.48470128  0.51529872]
0,[ 0.51199108  0.48800892]
1,[ 0.48573101  0.51426899]
1,[ 0.49072599  0.50927395]
1,[ 0.49167609  0.50832391]
1,[ 0.47791889  0.52208108]
1,[ 0.49099872  0.50900131]
1,[ 0.47998461  0.52001542]
1,[ 0.48955387  0.51044613]
1,[ 0.48117596  0.51882398]
1,[ 0.475005    0.52499497]
0,[ 0.50430202  0.49569798]
0,[ 0.51222563  0.48777443]
0,[ 0.50383228  0.49616769]
1,[ 0.48832768  0.51167232]
1,[ 0.49248591  0.50751406]
1,[ 0.49672097  0.50327897]
1,[ 0.49065471  0.50934535]
1,[ 0.48606953  0.5139305 ]
1,[ 0.47810268  0.52189732]
1,[ 0.49337673  0.50662327]
1,[ 0.48983315  0.51016682]
1,[ 0.47657987  0.5234201 ]
1,[ 0.48291728  0.51708269]
1,[ 0.49616504  0.50383502]
0,[ 0.50094569  0.49905428]
1,[ 0.48570612  0.51429391]
1,[ 0.48633972  0.51366025]
1,[ 0.49722978  0.50277025]
0,[ 0.50821871  0.49178126]
0,[ 0.50591683  0.49408317]
1,[ 0.47785681  0.52214319]
0,[ 0.50730491  0.49269509]
1,[ 0.48468021  0.51531976]
0,[ 0.51055008  0.48944992]
0,[ 0.50582898  0.49417099]
1,[ 0.47685197  0.523148  ]
1,[ 0.47132382  0.52867621]
1,[ 0.48967957  0.51032048]
1,[ 0.49538368  0.50461638]
1,[ 0.48750055  0.51249945]
1,[ 0.49771366  0.50228637]
0,[ 0.5011245  0.4988755]
1,[ 0.49246266  0.50753731]
1,[ 0.47952917  0.52047086]
1,[ 0.47456145  0.52543861]
1,[ 0.48008955  0.51991045]
1,[ 0.47374904  0.52625096]
1,[ 0.48488483  0.51511514]
1,[ 0.48913544  0.5108645 ]
1,[ 0.49801683  0.50198317]
1,[ 0.49494818  0.50505185]
1,[ 0.48228797  0.517712  ]
1,[ 0.49098861  0.50901145]
0,[ 0.5034399   0.49656007]
1,[ 0.4903411   0.50965887]
0,[ 0.50558674  0.49441332]
1,[ 0.49126866  0.50873137]
1,[ 0.49770966  0.50229037]
1,[ 0.49972272  0.50027728]
0,[ 0.50820827  0.49179175]
1,[ 0.49522966  0.50477034]
1,[ 0.48812363  0.51187634]
1,[ 0.47938794  0.520612  ]
1,[ 0.47803569  0.52196431]
1,[ 0.48345894  0.51654106]
1,[ 0.48816746  0.51183248]
0,[ 0.50381094  0.49618906]
1,[ 0.47815207  0.5218479 ]
1,[ 0.49072003  0.50927997]
0,[ 0.5032841   0.49671596]
1,[ 0.48337644  0.51662356]
0,[ 0.5143432  0.4856568]
0,[ 0.50838834  0.49161169]
1,[ 0.48252618  0.51747382]
1,[ 0.47256276  0.52743721]
0,[ 0.51119405  0.48880601]
0,[ 0.508246    0.49175403]
1,[ 0.48330882  0.51669121]
1,[ 0.49561226  0.50438774]
0,[ 0.5002234   0.49977663]
1,[ 0.49138927  0.50861073]
1,[ 0.47101757  0.52898246]
1,[ 0.49512166  0.50487834]
0,[ 0.50235504  0.49764493]
0,[ 0.50055581  0.49944419]
1,[ 0.48921233  0.51078761]
1,[ 0.49259686  0.50740314]
1,[ 0.49020806  0.50979191]
0,[ 0.50524831  0.49475175]
1,[ 0.49043  0.50957]
1,[ 0.49013433  0.5098657 ]
1,[ 0.47318721  0.52681279]
1,[ 0.4899739   0.51002616]
1,[ 0.47591743  0.52408254]
1,[ 0.48019871  0.51980132]
1,[ 0.49323821  0.50676179]
0,[ 0.50328231  0.49671772]
0,[ 0.51352364  0.48647633]
1,[ 0.49979913  0.50020087]
1,[ 0.47340429  0.52659571]
1,[ 0.4805347   0.51946527]
1,[ 0.47994086  0.52005917]
1,[ 0.48947561  0.51052439]
1,[ 0.48629376  0.51370621]
1,[ 0.48523709  0.51476288]
1,[ 0.49085873  0.50914127]
1,[ 0.49562392  0.50437605]
0,[ 0.51078945  0.48921061]
1,[ 0.4821876   0.51781237]
1,[ 0.47950184  0.5204981 ]
1,[ 0.48742661  0.51257342]
1,[ 0.48703152  0.51296854]
1,[ 0.49279386  0.5072062 ]
0,[ 0.50159848  0.49840152]
1,[ 0.487477    0.51252306]
1,[ 0.48063967  0.51936036]
1,[ 0.49254766  0.50745237]
1,[ 0.48206294  0.51793706]
1,[ 0.4878321   0.51216793]
0,[ 0.50276184  0.49723819]
1,[ 0.49079409  0.50920588]
1,[ 0.49257594  0.50742406]
0,[ 0.5046947   0.49530536]
1,[ 0.4912779   0.50872213]
1,[ 0.49308637  0.5069136 ]
1,[ 0.48686036  0.51313967]
1,[ 0.48617771  0.51382226]
1,[ 0.49413115  0.50586879]
0,[ 0.50604755  0.49395245]
1,[ 0.47786701  0.52213299]
1,[ 0.47893709  0.52106291]
1,[ 0.48353684  0.51646322]
1,[ 0.48865309  0.51134688]
1,[ 0.4989323  0.5010677]
1,[ 0.48637426  0.51362574]
1,[ 0.48752034  0.51247966]
1,[ 0.49471077  0.5052892 ]
1,[ 0.49902049  0.50097954]
1,[ 0.47980371  0.52019632]
1,[ 0.47485393  0.52514607]
1,[ 0.49056536  0.50943458]
0,[ 0.5101859   0.48981407]
1,[ 0.49749801  0.50250202]
1,[ 0.49444407  0.50555593]
1,[ 0.49046114  0.50953883]
0,[ 0.50460833  0.49539167]
1,[ 0.47779739  0.52220261]
1,[ 0.48362154  0.51637846]
1,[ 0.48954833  0.51045167]
0,[ 0.50928265  0.49071741]
0,[ 0.50815833  0.49184161]
1,[ 0.49496448  0.50503552]
1,[ 0.48142654  0.51857346]
1,[ 0.49338418  0.50661582]
0,[ 0.50853968  0.49146035]
1,[ 0.4781816  0.5218184]
1,[ 0.48812237  0.51187766]
1,[ 0.49010086  0.50989914]
1,[ 0.48943549  0.51056451]
1,[ 0.48900938  0.51099062]
1,[ 0.49729258  0.50270748]
1,[ 0.49484405  0.50515592]
1,[ 0.49705005  0.50294995]
0,[ 0.5013569  0.4986431]
1,[ 0.49399194  0.50600809]
1,[ 0.49338326  0.50661671]
1,[ 0.49895424  0.50104576]
1,[ 0.49356887  0.50643116]
1,[ 0.49212858  0.50787139]
1,[ 0.47503319  0.52496684]
0,[ 0.50106335  0.49893662]
1,[ 0.49225649  0.50774348]
1,[ 0.47323677  0.5267632 ]
1,[ 0.4991875   0.50081247]
1,[ 0.48959804  0.51040196]
0,[ 0.50028074  0.49971926]
1,[ 0.49477202  0.50522798]
1,[ 0.47415525  0.52584475]
1,[ 0.47536919  0.52463078]
1,[ 0.48595729  0.51404274]
1,[ 0.49330443  0.50669557]
1,[ 0.48452806  0.51547194]
1,[ 0.48751158  0.51248842]
1,[ 0.49463069  0.50536931]
1,[ 0.49090323  0.50909674]
1,[ 0.49971586  0.50028414]
1,[ 0.48934245  0.51065755]
1,[ 0.48290694  0.51709306]
1,[ 0.48001817  0.51998186]
1,[ 0.49262431  0.50737566]
1,[ 0.48292726  0.51707274]
0,[ 0.50774276  0.49225721]
0,[ 0.52042878  0.47957125]
1,[ 0.47836307  0.5216369 ]
1,[ 0.49540961  0.50459039]
0,[ 0.50549722  0.49450281]
1,[ 0.47962284  0.52037716]
0,[ 0.50216281  0.49783716]
1,[ 0.49450868  0.50549132]
1,[ 0.48416686  0.5158332 ]
1,[ 0.48687157  0.5131284 ]
0,[ 0.50595194  0.49404809]
1,[ 0.4724496  0.5275504]
0,[ 0.50491285  0.49508715]
1,[ 0.48774391  0.51225615]
0,[ 0.50238228  0.49761778]
1,[ 0.49118435  0.50881571]
1,[ 0.49361128  0.50638872]
1,[ 0.49241915  0.50758088]
1,[ 0.47868043  0.52131963]
1,[ 0.48709464  0.51290536]
1,[ 0.48652726  0.51347274]
1,[ 0.48579016  0.51420987]
0,[ 0.50048661  0.49951339]
1,[ 0.49135  0.50865]
1,[ 0.48860437  0.51139557]
1,[ 0.4957349   0.50426513]
1,[ 0.49265072  0.50734931]
0,[ 0.50890046  0.49109954]
1,[ 0.47827497  0.521725  ]
1,[ 0.48634955  0.51365048]
1,[ 0.49113441  0.50886554]
1,[ 0.47321418  0.52678585]
1,[ 0.47936556  0.52063447]
1,[ 0.48650274  0.51349729]
1,[ 0.49566022  0.50433981]
1,[ 0.48890698  0.51109296]
1,[ 0.48719969  0.51280034]
1,[ 0.48090598  0.51909399]
1,[ 0.46889201  0.53110796]
1,[ 0.49556398  0.50443602]
0,[ 0.50378108  0.49621892]
1,[ 0.47770581  0.52229422]
1,[ 0.48587504  0.51412499]
1,[ 0.48173851  0.51826149]
1,[ 0.49207035  0.50792968]
1,[ 0.47921202  0.52078795]
1,[ 0.47941834  0.52058166]
1,[ 0.48634011  0.51365983]
1,[ 0.4803054   0.51969463]
1,[ 0.49133998  0.50866008]
0,[ 0.50149524  0.49850479]
0,[ 0.50370055  0.49629945]
0,[ 0.50997555  0.49002448]
1,[ 0.49308845  0.50691158]
0,[ 0.50974321  0.49025679]
1,[ 0.4897902   0.51020986]
1,[ 0.4767139  0.5232861]
0,[ 0.51470619  0.48529387]
1,[ 0.48340952  0.51659048]
1,[ 0.49859029  0.50140971]
0,[ 0.51751977  0.48248029]
1,[ 0.47539631  0.52460366]
1,[ 0.49192977  0.50807029]
1,[ 0.46886286  0.53113717]
0,[ 0.5015887  0.4984113]
1,[ 0.49535382  0.50464618]
0,[ 0.50794911  0.49205086]
0,[ 0.50533259  0.49466744]
1,[ 0.49743965  0.50256032]
1,[ 0.48409796  0.51590204]
1,[ 0.49918413  0.50081587]
1,[ 0.47031125  0.52968872]
1,[ 0.49493092  0.50506914]
1,[ 0.49318835  0.50681162]
0,[ 0.50357896  0.4964211 ]
1,[ 0.4846628   0.51533723]
1,[ 0.48472881  0.51527119]
0,[ 0.50955778  0.49044222]
1,[ 0.49122727  0.50877273]
0,[ 0.51643378  0.48356622]
1,[ 0.48375759  0.51624244]
1,[ 0.49647447  0.5035255 ]
1,[ 0.47799236  0.52200758]
1,[ 0.49033713  0.50966293]
1,[ 0.49998501  0.50001502]
1,[ 0.47952473  0.52047527]
1,[ 0.49826556  0.5017345 ]
1,[ 0.49288455  0.50711548]
1,[ 0.48675144  0.51324856]
1,[ 0.49283025  0.50716972]
1,[ 0.49630788  0.50369209]
0,[ 0.5078094   0.49219057]
1,[ 0.48563987  0.51436013]
0,[ 0.51413196  0.48586807]
1,[ 0.49372315  0.50627685]
1,[ 0.49159813  0.50840193]
0,[ 0.50719577  0.49280426]
0,[ 0.51508665  0.48491335]
1,[ 0.49176854  0.50823146]
0,[ 0.50955832  0.49044171]
1,[ 0.49133629  0.50866371]
1,[ 0.49851876  0.50148124]
1,[ 0.49237353  0.50762647]
1,[ 0.48343784  0.51656216]
0,[ 0.52545607  0.4745439 ]
0,[ 0.51320696  0.48679304]
1,[ 0.48831281  0.51168722]
1,[ 0.48252371  0.51747632]
1,[ 0.49402115  0.50597882]
1,[ 0.48545161  0.51454836]
0,[ 0.51165122  0.48834875]
0,[ 0.50780553  0.49219444]
1,[ 0.49122792  0.50877208]
1,[ 0.48095655  0.51904345]
1,[ 0.49684268  0.50315732]
1,[ 0.48291844  0.51708156]
1,[ 0.49375317  0.50624686]
1,[ 0.4776428   0.52235717]
0,[ 0.50053036  0.49946964]
1,[ 0.49976471  0.50023526]
1,[ 0.49115002  0.50884998]
1,[ 0.48539075  0.51460928]
1,[ 0.48777974  0.51222026]
1,[ 0.47525656  0.52474344]
0,[ 0.5045104   0.49548963]
1,[ 0.49358726  0.50641274]
0,[ 0.5124324  0.4875676]
0,[ 0.50076348  0.49923652]
1,[ 0.47150418  0.52849579]
1,[ 0.48859003  0.51140994]
0,[ 0.50196391  0.49803606]
1,[ 0.4958095  0.5041905]
1,[ 0.48008895  0.51991105]
1,[ 0.48337811  0.51662183]
1,[ 0.49550334  0.50449663]
1,[ 0.481325    0.51867497]
1,[ 0.48421645  0.51578355]
1,[ 0.49626198  0.50373799]
1,[ 0.47633442  0.52366561]
1,[ 0.47504508  0.52495497]
1,[ 0.48152447  0.51847547]
1,[ 0.48567745  0.51432258]
1,[ 0.47947127  0.52052873]
1,[ 0.48070237  0.5192976 ]
0,[ 0.51289636  0.48710364]
1,[ 0.48930311  0.51069689]
1,[ 0.48294002  0.51705998]
1,[ 0.48576611  0.51423389]
1,[ 0.49098238  0.50901765]
1,[ 0.47205725  0.52794278]
1,[ 0.47684276  0.52315718]
0,[ 0.50938064  0.49061936]
0,[ 0.50162315  0.49837682]
1,[ 0.48658198  0.51341796]
0,[ 0.50013834  0.49986166]
1,[ 0.49341381  0.50658619]
0,[ 0.50715441  0.49284554]
1,[ 0.48227364  0.51772636]
1,[ 0.49602836  0.50397164]
1,[ 0.49109575  0.50890422]
0,[ 0.50453937  0.49546063]
1,[ 0.47346583  0.52653414]
0,[ 0.51100349  0.48899648]
1,[ 0.49139413  0.5086059 ]
1,[ 0.48348162  0.51651841]
1,[ 0.48199689  0.51800311]
1,[ 0.47780833  0.52219164]
0,[ 0.51770121  0.48229873]
1,[ 0.48288155  0.51711839]
1,[ 0.47925499  0.52074504]
1,[ 0.48912629  0.51087368]
1,[ 0.49218652  0.50781345]
1,[ 0.48194572  0.51805425]
0,[ 0.51082373  0.4891763 ]
1,[ 0.49121985  0.50878018]
1,[ 0.480414    0.51958603]
1,[ 0.4781588   0.52184117]
1,[ 0.49179462  0.50820541]
1,[ 0.49586487  0.50413513]
1,[ 0.49084067  0.50915933]
0,[ 0.50032514  0.49967486]
1,[ 0.49441653  0.50558341]
1,[ 0.47975487  0.52024513]
1,[ 0.47904217  0.52095783]
0,[ 0.50562823  0.4943718 ]
1,[ 0.49831641  0.50168359]
1,[ 0.4857263  0.5142737]
1,[ 0.47323716  0.52676278]
1,[ 0.47914237  0.52085763]
1,[ 0.49609324  0.50390679]
1,[ 0.47908366  0.52091628]
1,[ 0.49828333  0.50171667]
0,[ 0.50625819  0.49374178]
0,[ 0.50810552  0.49189445]
1,[ 0.4740836   0.52591646]
1,[ 0.4842464   0.51575357]
1,[ 0.48669803  0.51330197]
1,[ 0.4775559   0.52244407]
0,[ 0.50013226  0.4998678 ]
0,[ 0.50104564  0.49895436]
1,[ 0.4893142   0.51068574]
1,[ 0.48397341  0.51602662]
1,[ 0.49052936  0.50947064]
1,[ 0.4914355   0.50856447]
0,[ 0.50323409  0.49676597]
1,[ 0.4879919   0.51200807]
1,[ 0.48282307  0.51717693]
0,[ 0.50697064  0.49302936]
1,[ 0.49663362  0.50336641]
1,[ 0.48904467  0.51095533]
0,[ 0.50754881  0.49245125]
1,[ 0.48808441  0.51191562]
0,[ 0.50297248  0.49702755]
1,[ 0.49902073  0.5009793 ]
1,[ 0.48273695  0.51726305]
1,[ 0.48962599  0.51037401]
1,[ 0.4959926  0.5040074]
0,[ 0.5034492   0.49655077]
0,[ 0.51641083  0.4835892 ]
1,[ 0.47567612  0.52432394]
1,[ 0.49897212  0.50102788]
1,[ 0.49198902  0.50801098]
0,[ 0.50528795  0.494712  ]
1,[ 0.48473713  0.5152629 ]
1,[ 0.47210321  0.52789682]
0,[ 0.51933235  0.48066762]
1,[ 0.49009573  0.50990433]
1,[ 0.48831853  0.5116815 ]
1,[ 0.49795255  0.50204742]
1,[ 0.47127676  0.52872324]
1,[ 0.49274221  0.50725782]
1,[ 0.48719513  0.51280487]
0,[ 0.51545572  0.48454428]
0,[ 0.50868374  0.49131629]
1,[ 0.4768827  0.5231173]
0,[ 0.50907552  0.49092442]
1,[ 0.49831221  0.50168777]
0,[ 0.50338709  0.49661288]
1,[ 0.47624522  0.52375484]
0,[ 0.50248605  0.49751395]
1,[ 0.49238136  0.50761861]
1,[ 0.49455136  0.50544858]
1,[ 0.47671524  0.52328479]
1,[ 0.48081288  0.51918709]
1,[ 0.48687762  0.51312238]
1,[ 0.48471478  0.51528519]
0,[ 0.50206739  0.49793261]
1,[ 0.47926626  0.52073371]
1,[ 0.48200637  0.51799363]
1,[ 0.47015116  0.52984881]
1,[ 0.48363659  0.51636338]
1,[ 0.47818345  0.52181655]
0,[ 0.51041234  0.48958766]
1,[ 0.48771986  0.51228011]
1,[ 0.49167725  0.50832278]
1,[ 0.48544466  0.51455534]
1,[ 0.48761046  0.51238954]
0,[ 0.50981396  0.4901861 ]
1,[ 0.48327318  0.51672685]
1,[ 0.49581927  0.50418079]
1,[ 0.48478696  0.51521301]
0,[ 0.51457697  0.485423  ]
0,[ 0.51093984  0.48906016]
0,[ 0.50615531  0.49384469]
1,[ 0.49547341  0.50452656]
0,[ 0.50613028  0.49386972]
1,[ 0.47824627  0.52175373]
1,[ 0.48344779  0.51655215]
1,[ 0.48857039  0.51142961]
1,[ 0.48905841  0.51094157]
1,[ 0.47878551  0.52121449]
0,[ 0.51062298  0.48937699]
0,[ 0.52322835  0.47677171]
1,[ 0.49848178  0.50151825]
1,[ 0.48706603  0.51293397]
1,[ 0.48937887  0.51062119]
1,[ 0.48701444  0.51298553]
0,[ 0.50646544  0.49353462]
1,[ 0.49358585  0.50641418]
1,[ 0.48718128  0.51281869]
1,[ 0.49331146  0.50668848]
0,[ 0.50646448  0.49353552]
0,[ 0.50501245  0.49498758]
1,[ 0.47691199  0.52308798]
1,[ 0.49360687  0.50639313]
1,[ 0.48049182  0.51950818]
0,[ 0.53745669  0.46254331]
1,[ 0.49953911  0.50046086]
1,[ 0.49144599  0.50855398]
0,[ 0.50504214  0.49495786]
1,[ 0.48162639  0.51837361]
1,[ 0.49174759  0.50825244]
1,[ 0.48468509  0.51531494]
1,[ 0.48250067  0.51749933]
1,[ 0.4896073   0.51039267]
1,[ 0.48662242  0.51337755]
0,[ 0.51096141  0.48903859]
1,[ 0.47368976  0.52631027]
1,[ 0.48405263  0.5159474 ]
0,[ 0.50252414  0.49747589]
1,[ 0.4903034  0.5096966]
1,[ 0.49834761  0.50165236]
1,[ 0.47231963  0.5276804 ]
0,[ 0.50050753  0.49949253]
1,[ 0.47280002  0.52719998]
1,[ 0.49762467  0.5023753 ]
1,[ 0.49639866  0.50360137]
1,[ 0.49124706  0.50875288]
1,[ 0.48171261  0.51828742]
1,[ 0.47754455  0.52245545]
1,[ 0.48951167  0.51048833]
1,[ 0.49350932  0.50649065]
1,[ 0.47289056  0.5271095 ]
0,[ 0.5073446   0.49265537]
1,[ 0.49932727  0.50067276]
1,[ 0.48486874  0.51513124]
1,[ 0.49046966  0.50953037]
1,[ 0.4740752  0.5259248]
1,[ 0.49267837  0.5073216 ]
1,[ 0.48175374  0.51824623]
1,[ 0.49052811  0.50947189]
0,[ 0.51052487  0.48947513]
1,[ 0.49072471  0.50927532]
1,[ 0.47403386  0.52596617]
1,[ 0.48027346  0.51972657]
1,[ 0.48346955  0.51653051]
1,[ 0.48192325  0.51807672]
1,[ 0.49193475  0.50806528]
1,[ 0.49429893  0.50570101]
1,[ 0.49449253  0.50550747]
0,[ 0.5008468   0.49915323]
1,[ 0.48241833  0.5175817 ]
1,[ 0.49083555  0.50916439]
1,[ 0.49213451  0.50786549]
1,[ 0.49309844  0.50690156]
0,[ 0.50715494  0.49284506]
1,[ 0.49727926  0.50272077]
1,[ 0.47877967  0.52122027]
0,[ 0.50573087  0.49426913]
0,[ 0.51763868  0.48236129]
1,[ 0.49049833  0.5095017 ]
1,[ 0.49908975  0.50091022]
1,[ 0.48471951  0.51528043]
0,[ 0.50049794  0.49950203]
0,[ 0.50700969  0.49299031]
1,[ 0.48994046  0.51005954]
1,[ 0.49366605  0.50633395]
0,[ 0.50564051  0.49435955]
1,[ 0.49175781  0.50824219]
1,[ 0.49358788  0.50641209]
1,[ 0.47578493  0.52421504]
1,[ 0.49520841  0.50479162]
1,[ 0.49923274  0.50076729]
0,[ 0.5021084  0.4978916]
0,[ 0.50965512  0.49034488]
1,[ 0.49216378  0.50783622]
0,[ 0.52110243  0.4788976 ]
1,[ 0.49750566  0.50249434]
0,[ 0.5111568  0.4888432]
1,[ 0.49813068  0.50186932]
1,[ 0.48508656  0.51491344]
1,[ 0.48486501  0.51513499]
1,[ 0.49545389  0.50454611]
0,[ 0.50284755  0.49715245]
1,[ 0.49174127  0.5082587 ]
1,[ 0.49986535  0.50013465]
1,[ 0.49919721  0.50080281]
1,[ 0.48282796  0.51717204]
1,[ 0.48111722  0.51888281]
0,[ 0.5009709   0.49902913]
1,[ 0.49298608  0.50701392]
1,[ 0.48658019  0.51341981]
1,[ 0.49020132  0.50979865]
1,[ 0.47777858  0.52222139]
1,[ 0.4893699   0.51063013]
1,[ 0.48943311  0.51056689]
1,[ 0.48411313  0.5158869 ]
0,[ 0.50585353  0.49414647]
0,[ 0.50884539  0.49115461]
1,[ 0.48147288  0.51852709]
1,[ 0.49366018  0.50633979]
1,[ 0.48396194  0.51603806]
1,[ 0.48127991  0.51872009]
0,[ 0.50221932  0.49778068]
1,[ 0.48459035  0.51540959]
1,[ 0.47425929  0.52574074]
1,[ 0.47397536  0.52602464]
1,[ 0.49932534  0.50067461]
1,[ 0.4969562   0.50304383]
1,[ 0.49243468  0.50756532]
1,[ 0.48786619  0.51213378]
1,[ 0.49760929  0.50239074]
0,[ 0.50493258  0.49506742]
1,[ 0.48794085  0.51205915]
1,[ 0.47518966  0.52481037]
1,[ 0.49775088  0.50224912]
1,[ 0.48957935  0.51042062]
1,[ 0.49822342  0.50177664]
1,[ 0.47218603  0.52781397]
0,[ 0.50128281  0.49871719]
1,[ 0.49032703  0.509673  ]
1,[ 0.4796322  0.5203678]
1,[ 0.47403604  0.52596396]
0,[ 0.5007928  0.4992072]
1,[ 0.47963256  0.52036744]
0,[ 0.50032723  0.49967277]
1,[ 0.49914783  0.50085211]
0,[ 0.50157309  0.49842688]
1,[ 0.47500363  0.5249964 ]
1,[ 0.48320618  0.51679385]
0,[ 0.50397789  0.49602208]
1,[ 0.49964541  0.50035459]
1,[ 0.49193874  0.50806123]
0,[ 0.50113517  0.4988648 ]
1,[ 0.47216344  0.52783656]
1,[ 0.49699295  0.50300705]
1,[ 0.49487653  0.50512344]
0,[ 0.50061429  0.49938577]
1,[ 0.47628224  0.52371776]
1,[ 0.49510902  0.50489098]
1,[ 0.47523928  0.52476066]
1,[ 0.47793505  0.52206492]
1,[ 0.49156046  0.50843954]
0,[ 0.5029465   0.49705356]
1,[ 0.48375052  0.51624948]
1,[ 0.49835262  0.50164735]
1,[ 0.48731387  0.51268619]
0,[ 0.52241111  0.47758889]
0,[ 0.51185286  0.48814711]
1,[ 0.47328943  0.52671051]
0,[ 0.5006901  0.4993099]
0,[ 0.50038916  0.49961084]
0,[ 0.51692408  0.48307592]
0,[ 0.51373142  0.48626864]
1,[ 0.48982066  0.51017934]
1,[ 0.49061593  0.50938404]
0,[ 0.51947522  0.48052478]
0,[ 0.51546139  0.48453867]
0,[ 0.50912452  0.49087548]
1,[ 0.4929885   0.50701147]
0,[ 0.50996375  0.49003625]
1,[ 0.47165754  0.52834249]
1,[ 0.48391297  0.51608706]
1,[ 0.47701114  0.52298886]
1,[ 0.48424482  0.51575524]
1,[ 0.49634883  0.5036512 ]
0,[ 0.50923294  0.49076706]
1,[ 0.48002166  0.51997834]
1,[ 0.4790673   0.52093267]
1,[ 0.49782294  0.50217706]
0,[ 0.50328666  0.49671337]
1,[ 0.49712986  0.50287014]
1,[ 0.49003765  0.50996232]
1,[ 0.47745234  0.52254766]
1,[ 0.49351302  0.50648701]
0,[ 0.51743615  0.48256385]
1,[ 0.48654819  0.51345187]
1,[ 0.49345919  0.50654078]
1,[ 0.47800297  0.52199703]
1,[ 0.48217544  0.51782453]
0,[ 0.50886989  0.49113011]
1,[ 0.48194298  0.51805699]
1,[ 0.49200958  0.50799042]
1,[ 0.49773011  0.50226986]
1,[ 0.48866862  0.51133138]
0,[ 0.5114457  0.4885543]
1,[ 0.47379923  0.52620071]
1,[ 0.49772432  0.50227565]
1,[ 0.47830281  0.52169716]
1,[ 0.49141872  0.50858128]
1,[ 0.48228508  0.51771498]
